Date,Open,High,Low,Close,Volume
2022-12-01 00:00:00,0.12434,0.12486,0.12382,0.12459,945557
2022-12-01 00:15:00,0.12458,0.12476,0.12455,0.12468,290739
2022-12-01 00:30:00,0.12469,0.12470,0.12350,0.12362,884468
2022-12-01 00:45:00,0.12360,0.12371,0.12315,0.12362,488833
2022-12-01 01:00:00,0.12364,0.12431,0.12364,0.12407,704353
2022-12-01 01:15:00,0.12407,0.12471,0.12405,0.12463,588927
2022-12-01 01:30:00,0.12463,0.12515,0.12422,0.12501,1300585
2022-12-01 01:45:00,0.12494,0.12523,0.12487,0.12504,456506
2022-12-01 02:00:00,0.12504,0.12534,0.12440,0.12465,944261
2022-12-01 02:15:00,0.12467,0.12487,0.12448,0.12460,280379
2022-12-01 02:30:00,0.12460,0.12486,0.12438,0.12443,592897
2022-12-01 02:45:00,0.12449,0.12463,0.12407,0.12408,320853
2022-12-01 03:00:00,0.12414,0.12495,0.12414,0.12478,743217
2022-12-01 03:15:00,0.12481,0.12483,0.12448,0.12467,292560
2022-12-01 03:30:00,0.12466,0.12501,0.12458,0.12495,492544
2022-12-01 03:45:00,0.12501,0.12535,0.12491,0.12506,315525
2022-12-01 04:00:00,0.12508,0.12508,0.12409,0.12424,799758
2022-12-01 04:15:00,0.12427,0.12458,0.12410,0.12424,341511
2022-12-01 04:30:00,0.12422,0.12486,0.12418,0.12471,428846
2022-12-01 04:45:00,0.12471,0.12486,0.12453,0.12484,349302
2022-12-01 05:00:00,0.12478,0.12478,0.12391,0.12421,1466260
2022-12-01 05:15:00,0.12422,0.12437,0.12411,0.12421,366485
2022-12-01 05:30:00,0.12421,0.12434,0.12392,0.12407,495084
2022-12-01 05:45:00,0.12405,0.12435,0.12392,0.12409,585075
2022-12-01 06:00:00,0.12408,0.12409,0.12337,0.12357,746620
2022-12-01 06:15:00,0.12360,0.12380,0.12347,0.12374,279616
2022-12-01 06:30:00,0.12374,0.12386,0.12308,0.12358,1035262
2022-12-01 06:45:00,0.12356,0.12432,0.12349,0.12422,594243
2022-12-01 07:00:00,0.12422,0.12479,0.12410,0.12464,595306
2022-12-01 07:15:00,0.12461,0.12468,0.12414,0.12441,595148
2022-12-01 07:30:00,0.12441,0.12492,0.12429,0.12489,473795
2022-12-01 07:45:00,0.12485,0.12577,0.12469,0.12567,673612
2022-12-01 08:00:00,0.12572,0.12633,0.12542,0.12614,748537
2022-12-01 08:15:00,0.12615,0.12638,0.12564,0.12627,512560
2022-12-01 08:30:00,0.12627,0.12738,0.12578,0.12639,1800990
2022-12-01 08:45:00,0.12637,0.12637,0.12391,0.12540,2609378
2022-12-01 09:00:00,0.12540,0.12600,0.12467,0.12550,964378
2022-12-01 09:15:00,0.12558,0.12562,0.12456,0.12518,1273883
2022-12-01 09:30:00,0.12517,0.12694,0.12502,0.12620,1368031
2022-12-01 09:45:00,0.12618,0.12746,0.12617,0.12689,1265722
2022-12-01 10:00:00,0.12691,0.12717,0.12410,0.12444,1949228
2022-12-01 10:15:00,0.12450,0.12595,0.12419,0.12565,1675970
2022-12-01 10:30:00,0.12565,0.12584,0.12518,0.12546,699118
2022-12-01 10:45:00,0.12548,0.12629,0.12497,0.12546,1141839
2022-12-01 11:00:00,0.12551,0.12593,0.12522,0.12567,1888535
2022-12-01 11:15:00,0.12565,0.12597,0.12529,0.12581,732398
2022-12-01 11:30:00,0.12584,0.12650,0.12559,0.12632,691658
2022-12-01 11:45:00,0.12630,0.12647,0.12526,0.12535,618984
2022-12-01 12:00:00,0.12536,0.12575,0.12400,0.12439,1506158
2022-12-01 12:15:00,0.12433,0.12556,0.12402,0.12528,1198941
2022-12-01 12:30:00,0.12530,0.12540,0.12492,0.12513,505163
2022-12-01 12:45:00,0.12514,0.12522,0.12480,0.12500,263334
2022-12-01 13:00:00,0.12502,0.12569,0.12500,0.12515,712576
2022-12-01 13:15:00,0.12515,0.12519,0.12449,0.12450,399842
2022-12-01 13:30:00,0.12450,0.12532,0.12440,0.12521,1231780
2022-12-01 13:45:00,0.12513,0.12527,0.12478,0.12488,226314
2022-12-01 14:00:00,0.12487,0.12493,0.12410,0.12420,732859
2022-12-01 14:15:00,0.12422,0.12477,0.12422,0.12450,254625
2022-12-01 14:30:00,0.12455,0.12485,0.12442,0.12442,217846
2022-12-01 14:45:00,0.12442,0.12477,0.12424,0.12443,279035
2022-12-01 15:00:00,0.12442,0.12446,0.12398,0.12404,410242
2022-12-01 15:15:00,0.12408,0.12437,0.12391,0.12403,215620
2022-12-01 15:30:00,0.12409,0.12450,0.12394,0.12439,404723
2022-12-01 15:45:00,0.12438,0.12446,0.12400,0.12408,202799
2022-12-01 16:00:00,0.12414,0.12416,0.12344,0.12367,578684
2022-12-01 16:15:00,0.12369,0.12473,0.12364,0.12454,770476
2022-12-01 16:30:00,0.12459,0.12478,0.12427,0.12463,679349
2022-12-01 16:45:00,0.12466,0.12532,0.12439,0.12504,851370
2022-12-01 17:00:00,0.12499,0.12500,0.12430,0.12479,1160992
2022-12-01 17:15:00,0.12478,0.12551,0.12478,0.12512,919763
2022-12-01 17:30:00,0.12512,0.12521,0.12475,0.12479,626161
2022-12-01 17:45:00,0.12479,0.12521,0.12460,0.12493,378638
2022-12-01 18:00:00,0.12492,0.12521,0.12435,0.12455,438861
2022-12-01 18:15:00,0.12455,0.12473,0.12349,0.12391,907264
2022-12-01 18:30:00,0.12400,0.12421,0.12381,0.12405,535033
2022-12-01 18:45:00,0.12405,0.12456,0.12389,0.12447,217768
2022-12-01 19:00:00,0.12447,0.12508,0.12419,0.12472,1111384
2022-12-01 19:15:00,0.12471,0.12486,0.12438,0.12455,192235
2022-12-01 19:30:00,0.12455,0.12592,0.12445,0.12566,869619
2022-12-01 19:45:00,0.12560,0.12583,0.12518,0.12583,289994
2022-12-01 20:00:00,0.12584,0.12587,0.12512,0.12544,660828
2022-12-01 20:15:00,0.12541,0.12544,0.12498,0.12536,345964
2022-12-01 20:30:00,0.12532,0.12532,0.12421,0.12430,1429100
2022-12-01 20:45:00,0.12431,0.12431,0.12275,0.12369,1123623
2022-12-01 21:00:00,0.12374,0.12426,0.12210,0.12234,1405639
2022-12-01 21:15:00,0.12234,0.12374,0.12193,0.12366,1155927
2022-12-01 21:30:00,0.12371,0.12443,0.12359,0.12396,821921
2022-12-01 21:45:00,0.12397,0.12430,0.12354,0.12422,291991
2022-12-01 22:00:00,0.12423,0.12452,0.12414,0.12450,229253
2022-12-01 22:15:00,0.12445,0.12454,0.12399,0.12407,231324
2022-12-01 22:30:00,0.12408,0.12408,0.12368,0.12380,249615
2022-12-01 22:45:00,0.12393,0.12404,0.12355,0.12386,156452
2022-12-01 23:00:00,0.12388,0.12388,0.12195,0.12203,1816095
2022-12-01 23:15:00,0.12208,0.12287,0.12198,0.12277,689623
2022-12-01 23:30:00,0.12278,0.12297,0.12236,0.12257,715674
2022-12-01 23:45:00,0.12247,0.12293,0.12242,0.12283,276607
2022-12-02 00:00:00,0.12280,0.12323,0.12273,0.12311,741991
2022-12-02 00:15:00,0.12311,0.12371,0.12304,0.12347,793096
2022-12-02 00:30:00,0.12347,0.12359,0.12310,0.12333,536918
2022-12-02 00:45:00,0.12333,0.12345,0.12319,0.12328,210955
2022-12-02 01:00:00,0.12326,0.12377,0.12307,0.12317,860068
2022-12-02 01:15:00,0.12314,0.12355,0.12313,0.12350,185801
2022-12-02 01:30:00,0.12350,0.12350,0.12280,0.12284,454379
2022-12-02 01:45:00,0.12286,0.12317,0.12254,0.12268,337352
2022-12-02 02:00:00,0.12274,0.12322,0.12241,0.12313,609867
2022-12-02 02:15:00,0.12308,0.12310,0.12264,0.12278,259076
2022-12-02 02:30:00,0.12277,0.12333,0.12265,0.12324,568712
2022-12-02 02:45:00,0.12315,0.12321,0.12272,0.12272,218608
2022-12-02 03:00:00,0.12275,0.12344,0.12274,0.12328,614715
2022-12-02 03:15:00,0.12329,0.12342,0.12295,0.12302,183619
2022-12-02 03:30:00,0.12300,0.12376,0.12284,0.12365,471370
2022-12-02 03:45:00,0.12363,0.12363,0.12334,0.12342,205287
2022-12-02 04:00:00,0.12341,0.12364,0.12319,0.12360,236646
2022-12-02 04:15:00,0.12356,0.12388,0.12348,0.12351,293594
2022-12-02 04:30:00,0.12351,0.12398,0.12351,0.12378,256651
2022-12-02 04:45:00,0.12374,0.12392,0.12346,0.12355,158693
2022-12-02 05:00:00,0.12356,0.12367,0.12318,0.12346,391881
2022-12-02 05:15:00,0.12347,0.12361,0.12333,0.12336,158185
2022-12-02 05:30:00,0.12336,0.12350,0.12319,0.12347,380145
2022-12-02 05:45:00,0.12344,0.12398,0.12331,0.12389,440627
2022-12-02 06:00:00,0.12387,0.12393,0.12334,0.12357,370315
2022-12-02 06:15:00,0.12353,0.12418,0.12326,0.12412,796898
2022-12-02 06:30:00,0.12407,0.12431,0.12374,0.12421,703104
2022-12-02 06:45:00,0.12417,0.12422,0.12370,0.12390,378696
2022-12-02 07:00:00,0.12384,0.12408,0.12359,0.12400,881253
2022-12-02 07:15:00,0.12401,0.12436,0.12378,0.12402,2676317
2022-12-02 07:30:00,0.12404,0.12434,0.12372,0.12429,288662
2022-12-02 07:45:00,0.12426,0.12438,0.12411,0.12431,164288
2022-12-02 08:00:00,0.12427,0.12430,0.12390,0.12408,524618
2022-12-02 08:15:00,0.12411,0.12411,0.12305,0.12340,528883
2022-12-02 08:30:00,0.12343,0.12348,0.12150,0.12266,3145865
2022-12-02 08:45:00,0.12266,0.12293,0.12209,0.12278,375488
2022-12-02 09:00:00,0.12274,0.12274,0.12156,0.12203,1396398
2022-12-02 09:15:00,0.12198,0.12241,0.12184,0.12188,430628
2022-12-02 09:30:00,0.12189,0.12250,0.12162,0.12208,772486
2022-12-02 09:45:00,0.12204,0.12224,0.12137,0.12148,827647
2022-12-02 10:00:00,0.12149,0.12269,0.12148,0.12262,1314099
2022-12-02 10:15:00,0.12262,0.12268,0.12223,0.12225,596535
2022-12-02 10:30:00,0.12224,0.12248,0.12201,0.12238,445768
2022-12-02 10:45:00,0.12237,0.12284,0.12227,0.12270,492145
2022-12-02 11:00:00,0.12271,0.12272,0.12176,0.12178,965844
2022-12-02 11:15:00,0.12176,0.12195,0.12147,0.12184,440559
2022-12-02 11:30:00,0.12183,0.12258,0.12179,0.12256,636513
2022-12-02 11:45:00,0.12257,0.12283,0.12252,0.12262,756496
2022-12-02 12:00:00,0.12265,0.12318,0.12228,0.12311,940001
2022-12-02 12:15:00,0.12315,0.12315,0.12266,0.12292,914455
2022-12-02 12:30:00,0.12296,0.12304,0.12259,0.12272,488620
2022-12-02 12:45:00,0.12274,0.12318,0.12255,0.12318,472651
2022-12-02 13:00:00,0.12312,0.12317,0.12250,0.12273,1742593
2022-12-02 13:15:00,0.12273,0.12276,0.12245,0.12261,603809
2022-12-02 13:30:00,0.12263,0.12298,0.12250,0.12280,563103
2022-12-02 13:45:00,0.12281,0.12298,0.12269,0.12276,356649
2022-12-02 14:00:00,0.12282,0.12291,0.12230,0.12249,560597
2022-12-02 14:15:00,0.12249,0.12280,0.12237,0.12278,435076
2022-12-02 14:30:00,0.12277,0.12300,0.12267,0.12294,402419
2022-12-02 14:45:00,0.12294,0.12340,0.12269,0.12331,586828
2022-12-02 15:00:00,0.12334,0.12380,0.12333,0.12350,964515
2022-12-02 15:15:00,0.12357,0.12413,0.12342,0.12360,1105213
2022-12-02 15:30:00,0.12362,0.12447,0.12361,0.12421,931918
2022-12-02 15:45:00,0.12423,0.12477,0.12414,0.12454,1003986
2022-12-02 16:00:00,0.12454,0.12463,0.12419,0.12427,790530
2022-12-02 16:15:00,0.12428,0.12474,0.12428,0.12446,529773
2022-12-02 16:30:00,0.12444,0.12476,0.12437,0.12445,424116
2022-12-02 16:45:00,0.12450,0.12477,0.12444,0.12470,158290
2022-12-02 17:00:00,0.12469,0.12478,0.12442,0.12471,433419
2022-12-02 17:15:00,0.12466,0.12496,0.12456,0.12482,271480
2022-12-02 17:30:00,0.12486,0.12557,0.12465,0.12526,1007530
2022-12-02 17:45:00,0.12522,0.12560,0.12502,0.12535,556461
2022-12-02 18:00:00,0.12538,0.12575,0.12531,0.12546,569359
2022-12-02 18:15:00,0.12545,0.12547,0.12512,0.12537,321344
2022-12-02 18:30:00,0.12537,0.12594,0.12536,0.12587,516813
2022-12-02 18:45:00,0.12587,0.12610,0.12579,0.12602,377614
2022-12-02 19:00:00,0.12601,0.12658,0.12551,0.12621,1683095
2022-12-02 19:15:00,0.12619,0.12700,0.12555,0.12653,1775324
2022-12-02 19:30:00,0.12654,0.12676,0.12637,0.12656,460509
2022-12-02 19:45:00,0.12655,0.12683,0.12623,0.12639,558607
2022-12-02 20:00:00,0.12638,0.12672,0.12553,0.12594,1030540
2022-12-02 20:15:00,0.12595,0.12656,0.12571,0.12606,409758
2022-12-02 20:30:00,0.12611,0.12670,0.12602,0.12654,480398
2022-12-02 20:45:00,0.12655,0.12687,0.12644,0.12672,546287
2022-12-02 21:00:00,0.12669,0.12683,0.12581,0.12602,764796
2022-12-02 21:15:00,0.12607,0.12683,0.12602,0.12617,620678
2022-12-02 21:30:00,0.12614,0.12699,0.12614,0.12667,771709
2022-12-02 21:45:00,0.12669,0.12669,0.12638,0.12648,167584
2022-12-02 22:00:00,0.12648,0.12686,0.12626,0.12631,485939
2022-12-02 22:15:00,0.12630,0.12637,0.12594,0.12626,389269
2022-12-02 22:30:00,0.12624,0.12659,0.12619,0.12622,377587
2022-12-02 22:45:00,0.12618,0.12628,0.12600,0.12614,191715
2022-12-02 23:00:00,0.12615,0.12621,0.12543,0.12555,729858
2022-12-02 23:15:00,0.12554,0.12582,0.12549,0.12564,380135
2022-12-02 23:30:00,0.12559,0.12604,0.12559,0.12585,431913
2022-12-02 23:45:00,0.12587,0.12587,0.12551,0.12560,311954
2022-12-03 00:00:00,0.12557,0.12582,0.12532,0.12553,437664
2022-12-03 00:15:00,0.12553,0.12561,0.12530,0.12557,211904
2022-12-03 00:30:00,0.12553,0.12587,0.12541,0.12584,346254
2022-12-03 00:45:00,0.12582,0.12582,0.12558,0.12565,159799
2022-12-03 01:00:00,0.12567,0.12581,0.12413,0.12438,1847154
2022-12-03 01:15:00,0.12437,0.12490,0.12411,0.12489,397945
2022-12-03 01:30:00,0.12486,0.12525,0.12455,0.12495,660925
2022-12-03 01:45:00,0.12495,0.12542,0.12486,0.12536,301804
2022-12-03 02:00:00,0.12532,0.12533,0.12448,0.12473,631759
2022-12-03 02:15:00,0.12472,0.12499,0.12456,0.12456,269711
2022-12-03 02:30:00,0.12454,0.12510,0.12450,0.12489,455239
2022-12-03 02:45:00,0.12488,0.12503,0.12472,0.12479,160942
2022-12-03 03:00:00,0.12477,0.12491,0.12450,0.12459,373349
2022-12-03 03:15:00,0.12463,0.12482,0.12451,0.12462,136851
2022-12-03 03:30:00,0.12461,0.12482,0.12460,0.12460,195860
2022-12-03 03:45:00,0.12460,0.12469,0.12427,0.12434,183271
2022-12-03 04:00:00,0.12437,0.12559,0.12428,0.12555,849477
2022-12-03 04:15:00,0.12555,0.12555,0.12510,0.12536,228986
2022-12-03 04:30:00,0.12537,0.12540,0.12460,0.12479,515739
2022-12-03 04:45:00,0.12479,0.12520,0.12479,0.12498,168088
2022-12-03 05:00:00,0.12499,0.12605,0.12498,0.12602,940593
2022-12-03 05:15:00,0.12603,0.12604,0.12554,0.12580,368625
2022-12-03 05:30:00,0.12577,0.12587,0.12553,0.12561,362255
2022-12-03 05:45:00,0.12561,0.12563,0.12509,0.12512,509092
2022-12-03 06:00:00,0.12512,0.12566,0.12473,0.12518,775176
2022-12-03 06:15:00,0.12520,0.12520,0.12488,0.12507,218457
2022-12-03 06:30:00,0.12506,0.12527,0.12480,0.12515,389566
2022-12-03 06:45:00,0.12514,0.12527,0.12500,0.12503,121562
2022-12-03 07:00:00,0.12504,0.12620,0.12504,0.12605,751313
2022-12-03 07:15:00,0.12612,0.12637,0.12573,0.12600,475117
2022-12-03 07:30:00,0.12600,0.12612,0.12575,0.12583,218006
2022-12-03 07:45:00,0.12591,0.12635,0.12586,0.12592,376968
2022-12-03 08:00:00,0.12599,0.12688,0.12599,0.12638,781782
2022-12-03 08:15:00,0.12638,0.12647,0.12614,0.12633,243272
2022-12-03 08:30:00,0.12633,0.12658,0.12633,0.12645,328921
2022-12-03 08:45:00,0.12646,0.12658,0.12620,0.12639,161895
2022-12-03 09:00:00,0.12639,0.12641,0.12606,0.12628,498564
2022-12-03 09:15:00,0.12632,0.12636,0.12591,0.12601,415051
2022-12-03 09:30:00,0.12607,0.12618,0.12594,0.12602,309692
2022-12-03 09:45:00,0.12604,0.12607,0.12572,0.12572,356399
2022-12-03 10:00:00,0.12580,0.12595,0.12563,0.12581,413276
2022-12-03 10:15:00,0.12581,0.12598,0.12576,0.12589,121897
2022-12-03 10:30:00,0.12589,0.12593,0.12547,0.12553,354723
2022-12-03 10:45:00,0.12553,0.12560,0.12503,0.12507,426127
2022-12-03 11:00:00,0.12512,0.12571,0.12512,0.12550,764992
2022-12-03 11:15:00,0.12550,0.12550,0.12508,0.12513,221423
2022-12-03 11:30:00,0.12508,0.12508,0.12452,0.12484,510549
2022-12-03 11:45:00,0.12483,0.12484,0.12439,0.12463,318472
2022-12-03 12:00:00,0.12461,0.12464,0.12418,0.12445,506000
2022-12-03 12:15:00,0.12446,0.12482,0.12439,0.12461,320104
2022-12-03 12:30:00,0.12460,0.12471,0.12446,0.12455,266368
2022-12-03 12:45:00,0.12454,0.12460,0.12437,0.12447,122171
2022-12-03 13:00:00,0.12450,0.12460,0.12419,0.12441,410809
2022-12-03 13:15:00,0.12446,0.12453,0.12430,0.12452,110471
2022-12-03 13:30:00,0.12452,0.12452,0.12414,0.12424,282054
2022-12-03 13:45:00,0.12428,0.12446,0.12417,0.12433,328737
2022-12-03 14:00:00,0.12432,0.12506,0.12425,0.12464,730865
2022-12-03 14:15:00,0.12463,0.12493,0.12460,0.12491,264061
2022-12-03 14:30:00,0.12491,0.12491,0.12430,0.12437,224631
2022-12-03 14:45:00,0.12438,0.12478,0.12438,0.12443,340974
2022-12-03 15:00:00,0.12448,0.12474,0.12436,0.12457,276817
2022-12-03 15:15:00,0.12458,0.12460,0.12438,0.12451,100562
2022-12-03 15:30:00,0.12452,0.12452,0.12416,0.12433,358748
